ID|DateObs|TimeObs|Telescope|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2021-01-01|15:06:28|SLT|FU_Ori-20210101@150614-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.2132|989.4822|B_Astrodon_2018|2459216.1294907406|30.0|19.2740|3.1565|75.3815|1.0332
2|2021-01-01|15:07:19|SLT|FU_Ori-20210101@150713-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.5354|990.6313|V_Astrodon_2018|2459216.1300810184|10.0|20.5943|2.7530|75.3450|1.0333
3|2021-01-01|15:07:47|SLT|FU_Ori-20210101@150743-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.3619|989.8186|R_Astrodon_2018|2459216.1304050926|5.0|21.2993|2.8675|75.3237|1.0334
4|2021-01-01|15:08:21|SLT|FU_Ori-20210101@150809-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1015.6797|988.9886|B_Astrodon_2018|2459216.1307986113|30.0|19.2142|3.2944|75.2968|1.0336
5|2021-01-01|15:09:12|SLT|FU_Ori-20210101@150906-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1016.3608|989.2951|V_Astrodon_2018|2459216.1313888887|10.0|20.4929|3.1014|75.2542|1.0337
6|2021-01-01|15:09:48|SLT|FU_Ori-20210101@150944-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1016.0778|989.0242|R_Astrodon_2018|2459216.1318055554|5.0|21.1306|3.3514|75.2225|1.0339
7|2021-01-02|17:18:16|SLT|FU_Ori-20210102@171802-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.5670|1073.6770|B_Astrodon_2018|2459217.2210185183|30.0|19.4656|2.5570|52.1270|1.2637
8|2021-01-02|17:19:08|SLT|FU_Ori-20210102@171902-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.2501|1074.3383|V_Astrodon_2018|2459217.22162037|10.0|20.6581|2.3824|51.9355|1.2656
9|2021-01-02|17:19:36|SLT|FU_Ori-20210102@171932-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.5369|1074.6360|R_Astrodon_2018|2459217.2219444443|5.0|21.3399|2.8196|51.8324|1.2671
10|2021-01-02|17:20:09|SLT|FU_Ori-20210102@171957-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.2628|1073.9224|B_Astrodon_2018|2459217.222326389|30.0|19.3229|3.2606|51.7107|1.2708
11|2021-01-02|17:20:59|SLT|FU_Ori-20210102@172054-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.7271|1074.2884|V_Astrodon_2018|2459217.2229050924|10.0|20.6699|2.3148|51.5263|1.2727
12|2021-01-02|17:21:28|SLT|FU_Ori-20210102@172124-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.2224|1074.3552|R_Astrodon_2018|2459217.2232407406|5.0|21.3931|2.4952|51.4193|1.2743
13|2021-01-03|17:38:01|SLT|FU_Ori-20210103@173753-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.0203|1035.9309|B_Astrodon_2018|2459218.234733796|30.0|19.3589|2.5912|46.8474|1.3665
14|2021-01-03|17:38:51|SLT|FU_Ori-20210103@173846-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.7985|1035.3393|V_Astrodon_2018|2459218.2353125|10.0|20.5977|2.6298|46.6601|1.3691
15|2021-01-03|17:39:20|SLT|FU_Ori-20210103@173916-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.9148|1037.0274|R_Astrodon_2018|2459218.235648148|5.0|21.4045|2.1464|46.5514|1.3711
16|2021-01-03|17:39:53|SLT|FU_Ori-20210103@173941-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|965.9589|1035.9358|B_Astrodon_2018|2459218.2360300925|30.0|19.4345|2.3060|46.4277|1.3759
17|2021-01-03|17:40:42|SLT|FU_Ori-20210103@174037-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|965.9907|1036.3946|V_Astrodon_2018|2459218.2365972223|10.0|20.6428|2.2689|46.2439|1.3785
18|2021-01-03|17:41:12|SLT|FU_Ori-20210103@174108-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|966.3021|1036.7973|R_Astrodon_2018|2459218.2369444445|5.0|21.4028|2.0493|46.1313|1.3806
19|2021-01-04|16:25:00|SLT|FU_Ori-20210104@162448-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.7628|1085.9882|B_Astrodon_2018|2459219.184027778|30.0|19.4458|2.6027|61.8633|1.1324
20|2021-01-04|16:25:50|SLT|FU_Ori-20210104@162545-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.5271|1086.3301|V_Astrodon_2018|2459219.1846064813|10.0|20.7002|2.0955|61.6918|1.1335
21|2021-01-04|16:26:19|SLT|FU_Ori-20210104@162615-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.4971|1086.5087|R_Astrodon_2018|2459219.1849421295|5.0|21.4563|2.1964|61.5921|1.1343
22|2021-01-04|16:26:51|SLT|FU_Ori-20210104@162640-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.8035|1085.7542|B_Astrodon_2018|2459219.1853125|30.0|19.5114|2.3179|61.4820|1.1365
23|2021-01-04|16:27:42|SLT|FU_Ori-20210104@162737-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.7422|1085.9185|V_Astrodon_2018|2459219.1859027776|10.0|20.6990|2.0597|61.3062|1.1376
24|2021-01-04|16:28:11|SLT|FU_Ori-20210104@162807-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.5906|1085.7549|R_Astrodon_2018|2459219.186238426|5.0|21.4319|2.2362|61.2061|1.1385
