ID|DateObs|TimeObs|Telescope|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2020-11-02|20:15:55|SLT|FU_Ori-20201102@201540-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1144.2723|1195.5511|B_Astrodon_2018|2459156.344386574|30.0|19.4617|2.0784|65.2313|1.1000
2|2020-11-02|20:16:46|SLT|FU_Ori-20201102@201641-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1143.9605|1196.2592|V_Astrodon_2018|2459156.3449768517|10.0|20.5884|2.1485|65.0654|1.1009
3|2020-11-02|20:17:16|SLT|FU_Ori-20201102@201712-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1144.4161|1196.8538|R_Astrodon_2018|2459156.345324074|5.0|21.3510|1.9739|64.9675|1.1016
4|2020-11-02|20:17:50|SLT|FU_Ori-20201102@201739-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1145.0837|1195.9300|B_Astrodon_2018|2459156.3457175926|30.0|19.4724|2.0395|64.8564|1.1033
5|2020-11-02|20:18:41|SLT|FU_Ori-20201102@201835-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1144.9919|1196.3094|V_Astrodon_2018|2459156.3463078705|10.0|20.6620|1.8504|64.6892|1.1042
6|2020-11-02|20:19:11|SLT|FU_Ori-20201102@201907-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1145.1341|1196.3680|R_Astrodon_2018|2459156.3466550927|5.0|21.3572|1.9947|64.5906|1.1050
7|2020-11-03|17:22:11|SLT|FU_Ori-20201103@172158-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1057.5465|918.7675|B_Astrodon_2018|2459157.223738426|30.0|19.5335|1.9033|64.9043|1.1050
8|2020-11-03|17:23:02|SLT|FU_Ori-20201103@172257-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1057.1697|920.3914|V_Astrodon_2018|2459157.2243287037|10.0|20.5332|2.4081|65.0707|1.1041
9|2020-11-03|17:23:32|SLT|FU_Ori-20201103@172328-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1057.5744|919.8050|R_Astrodon_2018|2459157.224675926|5.0|21.3973|1.8232|65.1684|1.1034
10|2020-11-03|17:24:06|SLT|FU_Ori-20201103@172354-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1057.3133|920.2775|B_Astrodon_2018|2459157.2250694446|30.0|19.5284|1.9852|65.2789|1.1016
11|2020-11-03|17:25:02|SLT|FU_Ori-20201103@172457-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1056.9275|921.3532|V_Astrodon_2018|2459157.2257175925|10.0|20.6277|2.1027|65.4602|1.1006
12|2020-11-03|17:25:32|SLT|FU_Ori-20201103@172528-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1057.3471|921.6076|R_Astrodon_2018|2459157.2260648147|5.0|21.3874|1.8696|65.5571|1.0999
13|2020-11-04|14:59:53|SLT|FU_Ori-20201104@145939-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1070.2699|983.0173|B_Astrodon_2018|2459158.1249189815|30.0|18.9490|2.7425|34.5373|1.7650
14|2020-11-04|15:00:44|SLT|FU_Ori-20201104@150039-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1069.8456|983.6271|V_Astrodon_2018|2459158.1255092593|10.0|20.1905|2.2644|34.7320|1.7598
15|2020-11-04|15:01:13|SLT|FU_Ori-20201104@150109-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1070.3513|983.3995|R_Astrodon_2018|2459158.1258449075|5.0|20.9471|2.2510|34.8426|1.7557
16|2020-11-04|15:01:46|SLT|FU_Ori-20201104@150135-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1069.9663|982.0622|B_Astrodon_2018|2459158.1262268517|30.0|18.9851|2.7081|34.9686|1.7460
17|2020-11-04|15:02:37|SLT|FU_Ori-20201104@150232-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1070.1972|982.6146|V_Astrodon_2018|2459158.1268171296|10.0|20.2387|2.1035|35.1631|1.7410
18|2020-11-04|15:03:06|SLT|FU_Ori-20201104@150302-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1070.6659|982.6197|R_Astrodon_2018|2459158.1271527777|5.0|20.9474|2.3050|35.2738|1.7370
